s1_path,label_path,split
data\processed\Sen1Floods11\S1\Paraguay_795075_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_795075_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_06_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_06_05_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_18_16_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_18_16_1_1.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_03_13_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_03_13_1_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_16_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_16_07_2_1.tif,train
data\processed\Sen1Floods11\S1\Mekong_1149855_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1149855_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR479_AOI01_10_27_1_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_10_27_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_16_17_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_16_17_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_105_025_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_105_025_1_1.tif,train
data\processed\STURM\S1\EMSR324_02PUICHERIC_2_3_1_1.tif,data\processed\STURM\Floodmaps\EMSR324_02PUICHERIC_2_3_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI02_02_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_02_04_2_1.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_02_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_02_09_1_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_15_26_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_15_26_2_1.tif,train
data\processed\Sen1Floods11\S1\India_1050276_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_1050276_0_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Ghana_868803_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_868803_3_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_883641_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_883641_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR438_AOI03_8_2_2_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI03_8_2_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI03_17_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_17_11_2_1.tif,train
data\processed\STURM\S1\EMSR332_02PADOVA_04_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR332_02PADOVA_04_07_1_1.tif,train
data\processed\STURM\S1\EMSR467_AOI02_09_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR467_AOI02_09_03_2_2.tif,train
data\processed\Sen1Floods11\S1\Pakistan_712873_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_712873_0_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_25_13_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_25_13_1_2.tif,train
data\processed\STURM\S1\EMSR275_03NOVSKA_07_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_07_05_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI05_10_13_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_10_13_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI03_16_07_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_16_07_1_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_896458_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_896458_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI02_05_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_05_09_1_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_11_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_11_07_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI05_08_20_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_08_20_1_2.tif,train
data\processed\STURM\S1\EMSR554_AOI01_05_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR554_AOI01_05_03_2_2.tif,train
data\processed\Sen1Floods11\S1\Pakistan_167553_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_167553_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR293_03OZUN_10_02_1_2.tif,data\processed\STURM\Floodmaps\EMSR293_03OZUN_10_02_1_2.tif,train
data\processed\STURM\S1\EMSR567_AOI10_13_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI10_13_06_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_096_028_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_096_028_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_21_02_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_21_02_2_2.tif,train
data\processed\STURM\S1\EMSR629_AOI02_08_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_08_01_1_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_13_18_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_13_18_2_2.tif,train
data\processed\STURM\S1\EMSR407_AOI02_07_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_07_09_2_2.tif,train
data\processed\STURM\S1\EMSR471_AOI04_09_14_1_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_09_14_1_1.tif,train
data\processed\STURM\S1\EMSR471_AOI05_05_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_05_08_1_2.tif,train
data\processed\STURM\S1\EMSR554_AOI01_04_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR554_AOI01_04_03_1_2.tif,train
data\processed\STURM\S1\EMSR502_AOI01_07_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI01_07_04_2_2.tif,train
data\processed\STURM\S1\EMSR438_AOI01_15_32_1_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_15_32_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_20_02_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_20_02_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_06_23_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_06_23_1_1.tif,train
data\processed\STURM\S1\EMSR324_02PUICHERIC_3_1_2_2.tif,data\processed\STURM\Floodmaps\EMSR324_02PUICHERIC_3_1_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_095_021_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_095_021_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_104_019_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_104_019_2_1.tif,train
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_10_13_1_1.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_10_13_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI03_14_08_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_14_08_1_1.tif,train
data\processed\Sen1Floods11\S1\India_956930_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_956930_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR567_AOI10_12_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI10_12_04_1_2.tif,train
data\processed\Sen1Floods11\S1\India_324254_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_324254_3_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_089_030_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_089_030_1_1.tif,train
data\processed\STURM\S1\EMSR637_AOI16_2_2_1_1.tif,data\processed\STURM\Floodmaps\EMSR637_AOI16_2_2_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_110_010_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_110_010_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_1082482_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_1082482_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_095_014_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_095_014_2_1.tif,train
data\processed\STURM\S1\EMSR332_02PADOVA_14_02_2_2.tif,data\processed\STURM\Floodmaps\EMSR332_02PADOVA_14_02_2_2.tif,train
data\processed\STURM\S1\EMSR479_AOI01_09_19_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_09_19_2_2.tif,train
data\processed\STURM\S1\EMSR629_AOI02_07_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_07_12_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_15_20_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_15_20_1_1.tif,train
data\processed\STURM\S1\EMSR520_AOI01_09_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR520_AOI01_09_06_1_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_168875_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_168875_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI01_04_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_04_07_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI02_06_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_06_11_1_1.tif,train
data\processed\Sen1Floods11\S1\India_118868_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_118868_3_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR554_AOI02_05_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR554_AOI02_05_10_2_2.tif,train
data\processed\STURM\S1\EMSR444_AOI02_12_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR444_AOI02_12_12_2_2.tif,train
data\processed\STURM\S1\EMSR419_AOI04_03_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_03_06_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_099_028_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_099_028_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_101_029_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_101_029_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_10_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_10_01_1_2.tif,train
data\processed\Sen1Floods11\S1\Somalia_699062_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_699062_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR265_01DRAVEIL_5_4_1_1.tif,data\processed\STURM\Floodmaps\EMSR265_01DRAVEIL_5_4_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_105_016_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_105_016_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_03_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_03_06_2_2.tif,train
data\processed\STURM\S1\EMSR502_AOI01_03_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI01_03_11_2_1.tif,train
data\processed\STURM\S1\EMSR265_24HONFLEUR_10_13_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_24HONFLEUR_10_13_1_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_09_21_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_09_21_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_102_024_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_102_024_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_16_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_16_03_1_1.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_10_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_10_04_2_1.tif,train
data\processed\Sen1Floods11\S1\Pakistan_211386_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_211386_2_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_231124_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_231124_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI03_16_15_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_16_15_1_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_38_18_1_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_38_18_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI06_23_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_23_09_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_06_14_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_06_14_1_1.tif,train
data\processed\STURM\S1\EMSR265_24HONFLEUR_10_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_24HONFLEUR_10_11_2_1.tif,train
data\processed\STURM\S1\EMSR460_AOI01_06_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR460_AOI01_06_08_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_102_031_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_102_031_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_114_036_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_114_036_2_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_08_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_08_07_2_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_791364_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_791364_3_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_699062_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_699062_0_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_11_12_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_11_12_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_15_15_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_15_15_1_1.tif,train
data\processed\STURM\S1\EMSR471_AOI04_13_10_1_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_13_10_1_1.tif,train
data\processed\Sen1Floods11\S1\Paraguay_126224_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_126224_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR479_AOI01_07_15_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_07_15_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_17_02_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_17_02_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI06_28_19_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_28_19_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_10_13_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_10_13_2_1.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_713926_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_713926_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR637_AOI14_16_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_16_05_1_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_52_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_52_07_1_1.tif,train
data\processed\STURM\S1\EMSR502_AOI05_05_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_05_11_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_181263_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_181263_0_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_215904_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_215904_3_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI02_05_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_05_04_2_1.tif,train
data\processed\Sen1Floods11\S1\India_566697_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_566697_3_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_153941_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_153941_2_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_224845_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_224845_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR501_AOI01_10_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR501_AOI01_10_06_1_2.tif,train
data\processed\STURM\S1\EMSR419_AOI04_01_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_01_08_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_113_012_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_113_012_2_1.tif,train
data\processed\Sen1Floods11\S1\India_769408_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_769408_1_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_205585_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_205585_1_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI05_15_28_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_15_28_1_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_450918_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_450918_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_11_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_11_08_1_2.tif,train
data\processed\Sen1Floods11\S1\India_691027_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_691027_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_06_19_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_06_19_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_19_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_19_15_2_1.tif,train
data\processed\STURM\S1\EMSR471_AOI04_05_16_2_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_05_16_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_18_31_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_18_31_1_2.tif,train
data\processed\STURM\S1\EMSR261_03WOLFSBURG_09_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_03WOLFSBURG_09_10_2_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_721886_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_721886_0_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR261_03WOLFSBURG_16_13_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_03WOLFSBURG_16_13_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_03_31_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_03_31_2_2.tif,train
data\processed\STURM\S1\EMSR517_AOI05_13_18_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_13_18_2_2.tif,train
data\processed\STURM\S1\EMSR438_AOI01_11_21_2_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_11_21_2_1.tif,train
data\processed\Sen1Floods11\S1\Mekong_1439641_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1439641_1_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_177319_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_177319_1_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI03_15_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_15_06_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_348639_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_348639_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR470_AOI01_33_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_33_10_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_07_20_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_07_20_2_1.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_05_05_2_2.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_05_05_2_2.tif,train
data\processed\STURM\S1\EMSR502_AOI01_03_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI01_03_09_2_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_49890_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_49890_0_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_698338_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_698338_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_18_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_18_08_1_2.tif,train
data\processed\STURM\S1\EMSR265_23LESBORDES_03_10_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_23LESBORDES_03_10_2_1.tif,train
data\processed\STURM\S1\EMSR324_02PUICHERIC_1_6_2_2.tif,data\processed\STURM\Floodmaps\EMSR324_02PUICHERIC_1_6_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_23_19_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_23_19_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI03_03_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI03_03_09_1_2.tif,train
data\processed\STURM\S1\EMSR517_AOI05_24_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_24_17_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_21_32_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_21_32_1_2.tif,train
data\processed\STURM\S1\EMSR471_AOI05_23_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_23_09_1_1.tif,train
data\processed\STURM\S1\EMSR550_AOI07_1_1_2_2.tif,data\processed\STURM\Floodmaps\EMSR550_AOI07_1_1_2_2.tif,train
data\processed\Sen1Floods11\S1\USA_275372_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_275372_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_1068756_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_1068756_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI01_17_21_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_17_21_2_2.tif,train
data\processed\Sen1Floods11\S1\Pakistan_246718_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_246718_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_03NOVSKA_06_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_06_01_1_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_16_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_16_09_1_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_956740_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_956740_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR421_AOI05_8_5_1_1.tif,data\processed\STURM\Floodmaps\EMSR421_AOI05_8_5_1_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_09_17_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_09_17_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_103_018_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_103_018_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_082_025_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_082_025_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_04_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_04_08_2_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_52_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_52_06_2_2.tif,train
data\processed\STURM\S1\EMSR421_AOI01_6_3_1_2.tif,data\processed\STURM\Floodmaps\EMSR421_AOI01_6_3_1_2.tif,train
data\processed\STURM\S1\EMSR567_AOI13_19_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_19_06_1_2.tif,train
data\processed\STURM\S1\EMSR261_02EINBECK_10_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_02EINBECK_10_05_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_18_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_18_17_1_2.tif,train
data\processed\STURM\S1\EMSR265_22LESMUREAUX_03_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR265_22LESMUREAUX_03_07_2_2.tif,train
data\processed\STURM\S1\EMSR629_AOI01_07_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_07_04_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_27_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_27_12_2_2.tif,train
data\processed\STURM\S1\EMSR421_AOI02_2_6_1_2.tif,data\processed\STURM\Floodmaps\EMSR421_AOI02_2_6_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_84195_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_84195_2_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR283_09LILLESTROM_6_2_1_1.tif,data\processed\STURM\Floodmaps\EMSR283_09LILLESTROM_6_2_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI01_26_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI01_26_09_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_7496_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_7496_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR637_AOI04_2_1_1_2.tif,data\processed\STURM\Floodmaps\EMSR637_AOI04_2_1_1_2.tif,train
data\processed\STURM\S1\EMSR407_AOI02_10_10_1_1.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_10_10_1_1.tif,train
